Zip,5 Mile Population,Recorded,ORG User,Modified User
95204,"251,581",4/5/2019,admin_UL,admin_UL
07034,"109,793",4/5/2019,admin_UL,admin_UL
78040,"42,523",4/5/2019,admin_UL,admin_UL
94568,"156,807",4/4/2019,admin_UL,admin_UL
38103,"113,720",4/4/2019,admin_UL,admin_UL
92110,"422,975",4/4/2019,admin_UL,admin_UL
91761,"300,633",4/4/2019,admin_UL,admin_UL
10605,"247,720",4/4/2019,admin_UL,admin_UL
92111,"371,243",4/4/2019,admin_UL,admin_UL
92392,"60,220",4/3/2019,admin_UL,admin_UL
94002,"247,416",4/3/2019,admin_UL,admin_UL
37917,"139,886",4/3/2019,admin_UL,admin_UL
20903,"438,587",4/3/2019,admin_UL,admin_UL
49548,"169,286",4/3/2019,admin_UL,admin_UL
97702,"50,727",4/2/2019,admin_UL,admin_UL
55413,"503,211",4/2/2019,admin_UL,admin_UL
97006,"217,045",4/2/2019,admin_UL,admin_UL
32839,"296,403",4/2/2019,admin_UL,admin_UL
46227,"188,877",4/2/2019,admin_UL,admin_UL
45377,"73,307",4/2/2019,admin_UL,admin_UL
47421,"29,252",4/2/2019,admin_UL,admin_UL
94591,"160,236",3/29/2019,admin_UL,admin_UL
20151,"219,450",3/29/2019,admin_UL,admin_UL
10018,"2,474,485",3/29/2019,admin_UL,admin_UL
34680,"148,318",3/29/2019,admin_UL,admin_UL
30605,"48,669",3/29/2019,admin_UL,admin_UL
37130,"65,299",3/28/2019,admin_UL,admin_UL
60540,"150,478",3/28/2019,admin_UL,admin_UL
37027,"67,713",3/28/2019,admin_UL,admin_UL
08232,"118,286",3/28/2019,admin_UL,admin_UL
53913,"21,128",3/28/2019,admin_UL,admin_UL
60103,"177,932",3/28/2019,admin_UL,admin_UL
60515,"226,588",3/28/2019,admin_UL,admin_UL
32725,"175,012",3/26/2019,admin_UL,admin_UL
29605,"97,051",3/26/2019,admin_UL,admin_UL
33401,225477,3/26/2019,admin_UL,admin_UL
93010,"45,281",3/26/2019,admin_UL,admin_UL
46222,"239,060",3/26/2019,admin_UL,admin_UL
32726,"27,368",3/26/2019,admin_UL,admin_UL
55744,"21,270",3/26/2019,admin_UL,admin_UL
75006,"260,647",3/26/2019,admin_UL,admin_UL
93309,"185,993",3/26/2019,admin_UL,admin_UL
33458,"88,527",3/26/2019,admin_UL,admin_UL
90042,"796,691",3/26/2019,admin_UL,admin_UL
46077,"40,845",3/26/2019,admin_UL,admin_UL
27540,"94,879",3/26/2019,admin_UL,admin_UL
28314,"135,401",3/26/2019,admin_UL,admin_UL
27103,"138,057",3/26/2019,admin_UL,admin_UL
70130,"355,437",3/22/2019,admin_UL,admin_UL
72104,"23,021",3/22/2019,admin_UL,admin_UL
70001,"181,692",3/22/2019,admin_UL,admin_UL
72202,"84,703",3/22/2019,admin_UL,admin_UL
45013,"54,739",3/22/2019,admin_UL,admin_UL
94579,"391,058",3/22/2019,admin_UL,admin_UL
94605,"370,947",3/22/2019,admin_UL,admin_UL
72076,"41,962",3/22/2019,admin_UL,admin_UL
40222,"201,015",3/22/2019,admin_UL,admin_UL
94010,"213,840",3/20/2019,admin_UL,admin_UL
63376,"78,111",3/20/2019,admin_UL,admin_UL
85383,"66,646",3/20/2019,admin_UL,admin_UL
55416,"428,681",3/20/2019,admin_UL,admin_UL
97701,"40,531",3/20/2019,admin_UL,admin_UL
47250,"22,035",3/20/2019,admin_UL,admin_UL
84302,"26,048",3/20/2019,admin_UL,admin_UL
84015,"97,712",3/20/2019,admin_UL,admin_UL
17013,"56,916",3/20/2019,admin_UL,admin_UL
89145,"431,095",3/18/2019,admin_UL,admin_UL
32607,"133,915",3/15/2019,admin_UL,admin_UL
32168,"29,805",3/15/2019,admin_UL,admin_UL
01035,"22,217",3/15/2019,admin_UL,admin_UL
49048,56612,3/15/2019,admin_UL,admin_UL
49017,"45,134",3/15/2019,admin_UL,admin_UL
20602,"70,115",3/15/2019,admin_UL,admin_UL
48326,"156,114",3/15/2019,admin_UL,admin_UL
32174,"54,099",3/15/2019,admin_UL,admin_UL
18641,"48,778",3/14/2019,admin_UL,admin_UL
18702,"56,437",3/14/2019,admin_UL,admin_UL
48607,"91,392",3/14/2019,admin_UL,admin_UL
20001,"767,133",3/14/2019,admin_UL,admin_UL
06705,"140,278",3/14/2019,admin_UL,admin_UL
95334,"29,790",3/14/2019,admin_UL,admin_UL
20002,"711,772",3/14/2019,admin_UL,admin_UL
34224,"57,342",3/14/2019,admin_UL,admin_UL
07003,"641,484",3/14/2019,admin_UL,admin_UL
01952,"54,194",3/14/2019,admin_UL,admin_UL
17976,"21,334",3/14/2019,admin_UL,admin_UL
46401,"92,828",3/14/2019,admin_UL,admin_UL
54911,"113,725",3/13/2019,admin_UL,admin_UL
93021,"114,355",3/13/2019,admin_UL,admin_UL
06379,"39,875",3/13/2019,admin_UL,admin_UL
92586,"113,987",3/13/2019,admin_UL,admin_UL
33462,"294,123",3/13/2019,admin_UL,admin_UL
37803,"33,642",3/13/2019,admin_UL,admin_UL
06268,"28,668",3/13/2019,admin_UL,admin_UL
75601,"39,216",3/13/2019,admin_UL,admin_UL
95841,"322,892",3/13/2019,admin_UL,admin_UL
95610,"296,238",3/13/2019,admin_UL,admin_UL
95650,"69,451",3/13/2019,admin_UL,admin_UL
94588,"156,523",3/13/2019,admin_UL,admin_UL
95821,"325,060",3/13/2019,admin_UL,admin_UL
95691,"164,543",3/13/2019,admin_UL,admin_UL
95762,"119,764",3/13/2019,admin_UL,admin_UL
95822,"319,213",3/13/2019,admin_UL,admin_UL
94506,"102,756",3/13/2019,admin_UL,admin_UL
94598,"132,483",3/13/2019,admin_UL,admin_UL
94566,"80,035",3/13/2019,admin_UL,admin_UL
95826,"327,820",3/13/2019,admin_UL,admin_UL
75002,"149,015",3/13/2019,admin_UL,admin_UL
07092,"295,889",3/13/2019,admin_UL,admin_UL
08822,"32,779",3/13/2019,admin_UL,admin_UL
33884,"43,095",3/13/2019,admin_UL,admin_UL
90001,"1,163,646",3/13/2019,admin_UL,admin_UL
85037,"306,628",3/12/2019,admin_UL,admin_UL
85206,295009,3/12/2019,admin_UL,admin_UL
98036,"345,204",3/12/2019,admin_UL,admin_UL
08069,46859,3/7/2019,admin_UL,admin_UL
32303,"84,594",3/7/2019,admin_UL,admin_UL
33601,"205,002",3/7/2019,admin_UL,admin_UL
29720,"51,450",3/7/2019,admin_UL,admin_UL
79101,"161,596",3/7/2019,admin_UL,admin_UL
61021,"22,130",3/7/2019,admin_UL,admin_UL
93940,"65,528",3/7/2019,admin_UL,admin_UL
32401,"58,242",3/7/2019,admin_UL,admin_UL
02184,"245,854",3/7/2019,admin_UL,admin_UL
33407,"177,983",3/6/2019,admin_UL,admin_UL
37931,"80,863",3/6/2019,admin_UL,admin_UL
27406,"69,683",3/5/2019,admin_UL,admin_UL
15201,"300,741",3/5/2019,admin_UL,admin_UL
58102,"80,229",3/5/2019,admin_UL,admin_UL
89166,"76,945",3/4/2019,admin_UL,admin_UL
15642,"75,516",2/28/2019,admin_UL,admin_UL
34994,30899,2/28/2019,admin_UL,admin_UL
34990,"31,677",2/28/2019,admin_UL,admin_UL
15644,"85,081",2/28/2019,admin_UL,admin_UL
33781,"251,479",2/28/2019,admin_UL,admin_UL
91402,"600,716",2/27/2019,admin_UL,admin_UL
92020,"213,728",2/27/2019,admin_UL,admin_UL
92629,"102,989",2/27/2019,admin_UL,admin_UL
87109,"249,358",2/26/2019,admin_UL,admin_UL
82901,"29,673",2/26/2019,admin_UL,admin_UL
89106,"419,180",2/24/2019,admin_UL,admin_UL
30907,"153,280",2/22/2019,admin_UL,admin_UL
30813,"45,228",2/22/2019,admin_UL,admin_UL
30606,"56,286",2/22/2019,admin_UL,admin_UL
30904,"91,070",2/22/2019,admin_UL,admin_UL
60087,"183,277",2/22/2019,admin_UL,admin_UL
60469,"322,475",2/22/2019,admin_UL,admin_UL
92069,"198,927",2/21/2019,admin_UL,admin_UL
02904,"351,744",2/21/2019,admin_UL,admin_UL
02818,"106,639",2/21/2019,admin_UL,admin_UL
23453,"160,942",2/21/2019,admin_UL,admin_UL
70769,"47,293",2/21/2019,admin_UL,admin_UL
31210,"51,567",2/21/2019,admin_UL,admin_UL
70726,"62,136",2/21/2019,admin_UL,admin_UL
92284,"26,809",2/21/2019,admin_UL,admin_UL
90745,"546,434",2/21/2019,admin_UL,admin_UL
74120,"167,086",2/21/2019,admin_UL,admin_UL
67601,"24,186",2/21/2019,admin_UL,admin_UL
70802,"148,025",2/21/2019,admin_UL,admin_UL
46226,"235,249",2/19/2019,admin_UL,admin_UL
14304,"63,146",2/19/2019,admin_UL,admin_UL
37914,"34,782",2/19/2019,admin_UL,admin_UL
91406,"629,162",2/19/2019,admin_UL,admin_UL
37660,"77,908",2/19/2019,admin_UL,admin_UL
66223,"158,398",2/19/2019,admin_UL,admin_UL
91301,"77,507",2/19/2019,admin_UL,admin_UL
46953,"32,012",2/19/2019,admin_UL,admin_UL
48747,"32,689",2/19/2019,admin_UL,admin_UL
32308,"49,927",2/19/2019,admin_UL,admin_UL
31701,"45,497",2/19/2019,admin_UL,admin_UL
94931,"55,696",2/19/2019,admin_UL,admin_UL
33139,"264,441",2/19/2019,admin_UL,admin_UL
32771,"127,807",2/19/2019,admin_UL,admin_UL
89146,"404,734",2/18/2019,admin_UL,admin_UL
91911,"444,790",2/12/2019,admin_UL,admin_UL
75077,"172,052",2/11/2019,admin_UL,admin_UL
34234,"155,568",2/11/2019,admin_UL,admin_UL
28269,"127,099",2/11/2019,admin_UL,admin_UL
30253,"61,016",2/11/2019,admin_UL,admin_UL
37412,"140,402",2/11/2019,admin_UL,admin_UL
91915,"287,284",2/8/2019,admin_UL,admin_UL
80014,"435,352",2/6/2019,admin_UL,admin_UL
52807,"136,860",2/6/2019,admin_UL,admin_UL
19380,"122,852",2/6/2019,admin_UL,admin_UL
84095,"226,993",2/6/2019,admin_UL,admin_UL
91356,"377,788",2/6/2019,admin_UL,admin_UL
40340,"45,084",1/30/2019,admin_UL,admin_UL
90248,"820,965",1/30/2019,admin_UL,admin_UL
33434,"192,228",1/30/2019,admin_UL,admin_UL
11030,"359,083",1/30/2019,admin_UL,admin_UL
92113,"505,445",1/30/2019,admin_UL,admin_UL
53090,"30,887",1/30/2019,admin_UL,admin_UL
92019,"108,458",1/30/2019,admin_UL,admin_UL
40353,"22,168",1/30/2019,admin_UL,admin_UL
78640,"64,161",1/30/2019,admin_UL,admin_UL
91011,"128,863",1/30/2019,admin_UL,admin_UL
91321,"34,415",1/30/2019,admin_UL,admin_UL
29365,"71,832",1/30/2019,admin_UL,admin_UL
40502,"191,535",1/30/2019,admin_UL,admin_UL
29673,"29,619",1/30/2019,admin_UL,admin_UL
37862,"32,240",1/30/2019,admin_UL,admin_UL
21740,"94,185",1/30/2019,admin_UL,admin_UL
29456,"62,770",1/30/2019,admin_UL,admin_UL
29401,"69,152",1/30/2019,admin_UL,admin_UL
37918,"90,497",1/30/2019,admin_UL,admin_UL
37901,"93,535",1/30/2019,admin_UL,admin_UL
92877,"217,810",1/30/2019,admin_UL,admin_UL
93301,"164,301",1/30/2019,admin_UL,admin_UL
92801,"735,249",1/30/2019,admin_UL,admin_UL
29461,"39,227",1/30/2019,admin_UL,admin_UL
91354,"104,932",1/30/2019,admin_UL,admin_UL
43460,"141,082",1/29/2019,admin_UL,admin_UL
32601,"60,795",1/29/2019,admin_UL,admin_UL
97703,"32,606",1/29/2019,admin_UL,admin_UL
52761,31738,1/29/2019,admin_UL,admin_UL
76053,"290,311",1/29/2019,admin_UL,admin_UL
17401,"152,592",1/29/2019,admin_UL,admin_UL
17025,"64,308",1/29/2019,admin_UL,admin_UL
81401,"36,276",1/29/2019,admin_UL,admin_UL
85142,"118,527",1/29/2019,admin_UL,admin_UL
37303,"26,146",1/29/2019,admin_UL,admin_UL
55038,"23,803",1/29/2019,admin_UL,admin_UL
47546,"22,548",1/29/2019,admin_UL,admin_UL
97301,"132,272",1/29/2019,admin_UL,admin_UL
17225,"20,774",1/29/2019,admin_UL,admin_UL
37801,"36,147",1/29/2019,admin_UL,admin_UL
37421,"91,818",1/29/2019,admin_UL,admin_UL
97003,"294,283",1/29/2019,admin_UL,admin_UL
80903,"183,087",1/29/2019,admin_UL,admin_UL
97008,"337,658",1/29/2019,admin_UL,admin_UL
55068,"31,178",1/29/2019,admin_UL,admin_UL
85713,"107,491",1/29/2019,admin_UL,admin_UL
55043,"40,916",1/29/2019,admin_UL,admin_UL
59601,"29,823",1/29/2019,admin_UL,admin_UL
44039,"83,697",1/29/2019,admin_UL,admin_UL
34442,"29,975",1/29/2019,admin_UL,admin_UL
27801,"20,386",1/29/2019,admin_UL,admin_UL
45371,"38,642",1/29/2019,admin_UL,admin_UL
32756,"22,150",1/29/2019,admin_UL,admin_UL
07843,"72,974",1/24/2019,admin_UL,admin_UL
92563,"113,373",1/24/2019,admin_UL,admin_UL
92506,"208,724",1/24/2019,admin_UL,admin_UL
63026,"107,043",1/23/2019,admin_UL,admin_UL
89149,"215,049",1/21/2019,admin_UL,admin_UL
90638,"652,463",1/18/2019,admin_UL,admin_UL
39440,"46,184",1/18/2019,admin_UL,admin_UL
60185,"142,342",1/18/2019,admin_UL,admin_UL
39601,"25,107",1/18/2019,admin_UL,admin_UL
96001,"33,797",1/18/2019,admin_UL,admin_UL
22408,"31,906",1/18/2019,admin_UL,admin_UL
78758,"319,047",1/18/2019,admin_UL,admin_UL
85710,"198,701",1/18/2019,admin_UL,admin_UL
22401,"58,934",1/18/2019,admin_UL,admin_UL
95973,"37,462",1/18/2019,admin_UL,admin_UL
03301,"30,450",1/18/2019,admin_UL,admin_UL
39401,"44,797",1/18/2019,admin_UL,admin_UL
03060,"122,092",1/18/2019,admin_UL,admin_UL
03801,"40,248",1/18/2019,admin_UL,admin_UL
90802,"413,577",1/18/2019,admin_UL,admin_UL
22802,"27,345",1/18/2019,admin_UL,admin_UL
11741,"132,240",1/18/2019,admin_UL,admin_UL
03431,"25,152",1/18/2019,admin_UL,admin_UL
03087,"60,026",1/18/2019,admin_UL,admin_UL
03038,"35,249",1/18/2019,admin_UL,admin_UL
03104,"99,273",1/18/2019,admin_UL,admin_UL
03842,"33,188",1/18/2019,admin_UL,admin_UL
08691,"65,895",1/18/2019,admin_UL,admin_UL
03062,"129,695",1/18/2019,admin_UL,admin_UL
03867,"33,352",1/18/2019,admin_UL,admin_UL
03101,"140,684",1/18/2019,admin_UL,admin_UL
03076,"61,291",1/18/2019,admin_UL,admin_UL
76048,"26,662",1/18/2019,admin_UL,admin_UL
03054,"35,833",1/18/2019,admin_UL,admin_UL
03820,"58,223",1/18/2019,admin_UL,admin_UL
11787,"140,793",1/18/2019,admin_UL,admin_UL
22406,"27,009",1/18/2019,admin_UL,admin_UL
76540,"55,347",1/18/2019,admin_UL,admin_UL
79705,"77,834",1/17/2019,admin_UL,admin_UL
79762,"93,933",1/17/2019,admin_UL,admin_UL
79765,"62,334",1/17/2019,admin_UL,admin_UL
84720,"21,976",1/17/2019,admin_UL,admin_UL
84737,"21,489",1/17/2019,admin_UL,admin_UL
92708,"734,871",1/17/2019,admin_UL,admin_UL
02571,"25,399",1/17/2019,admin_UL,admin_UL
78411,"207,809",1/17/2019,admin_UL,admin_UL
02840,"48,975",1/17/2019,admin_UL,admin_UL
32119,"154,335",1/17/2019,admin_UL,admin_UL
24540,"61,684",1/17/2019,admin_UL,admin_UL
71138,"76,679",1/17/2019,admin_UL,admin_UL
70570,"41,654",1/17/2019,admin_UL,admin_UL
78602,"27,984",1/17/2019,admin_UL,admin_UL
37040,56974,1/16/2019,admin_UL,admin_UL
92405,"195,947",1/16/2019,admin_UL,admin_UL
93307,"88,166",1/16/2019,admin_UL,admin_UL
10541,"66,290",1/16/2019,admin_UL,admin_UL
11520,"453,424",1/16/2019,admin_UL,admin_UL
49335,"39,589",1/16/2019,admin_UL,admin_UL
29575,"73,653",1/16/2019,admin_UL,admin_UL
46970,"23,938",1/16/2019,admin_UL,admin_UL
92551,"171,798",1/16/2019,admin_UL,admin_UL
49509,"269,335",1/16/2019,admin_UL,admin_UL
58701,"32,850",1/15/2019,admin_UL,admin_UL
85138,"45,348",1/15/2019,admin_UL,admin_UL
17517,"28,558",1/15/2019,admin_UL,admin_UL
58103,"129,346",1/15/2019,admin_UL,admin_UL
63348,"56,009",1/15/2019,admin_UL,admin_UL
44094,"137,409",1/15/2019,admin_UL,admin_UL
37160,"37,210",1/11/2019,admin_UL,admin_UL
21771,"41,187",1/11/2019,admin_UL,admin_UL
98042,"127,612",1/11/2019,admin_UL,admin_UL
06840,"89,474",1/10/2019,admin_UL,admin_UL
32216,"196,098",1/10/2019,admin_UL,admin_UL
49696,"29,863",1/10/2019,admin_UL,admin_UL
74464,"31,540",1/10/2019,admin_UL,admin_UL
33637,"107,190",1/10/2019,admin_UL,admin_UL
33301,"290,226",1/10/2019,admin_UL,admin_UL
11236,"1,818,324",1/10/2019,admin_UL,admin_UL
20639,"27,524",1/10/2019,admin_UL,admin_UL
24179,"24,633",1/10/2019,admin_UL,admin_UL
03045,"45,820",1/10/2019,admin_UL,admin_UL
47302,"30,756",1/10/2019,admin_UL,admin_UL
22314,"463,399",1/10/2019,admin_UL,admin_UL
94536,"306,452",1/10/2019,admin_UL,admin_UL
07302,"1,628,663",1/10/2019,admin_UL,admin_UL
10304,"629,740",1/10/2019,admin_UL,admin_UL
92240,"40,267",1/10/2019,admin_UL,admin_UL
87114,"135,834",1/10/2019,admin_UL,admin_UL
77539,"152,283",1/10/2019,admin_UL,admin_UL
23224,"188,447",1/10/2019,admin_UL,admin_UL
20035,"745,137",1/10/2019,admin_UL,admin_UL
75126,"57,322",1/10/2019,admin_UL,admin_UL
98033,"339,857",1/10/2019,admin_UL,admin_UL
30008,"148,108",1/10/2019,admin_UL,admin_UL
85224,"358,639",1/10/2019,admin_UL,admin_UL
44685,"104,904",1/10/2019,admin_UL,admin_UL
85207,"91,085",1/10/2019,admin_UL,admin_UL
10001,"2,521,268",1/10/2019,admin_UL,admin_UL
78229,"383,491",1/10/2019,admin_UL,admin_UL
45030,"60,731",1/9/2019,admin_UL,admin_UL
92806,"521,597",1/9/2019,admin_UL,admin_UL
33563,"49,788",1/9/2019,admin_UL,admin_UL
45102,"35,272",1/9/2019,admin_UL,admin_UL
45140,"72,016",1/9/2019,admin_UL,admin_UL
50613,"41,246",1/8/2019,admin_UL,admin_UL
68901,"26,230",1/8/2019,admin_UL,admin_UL
68102,"236,684",1/8/2019,admin_UL,admin_UL
34470,"47,253",1/8/2019,admin_UL,admin_UL
44077,"67,033",1/8/2019,admin_UL,admin_UL
45432,"146,723",1/8/2019,admin_UL,admin_UL
88240,"42,731",1/8/2019,admin_UL,admin_UL
32927,"51,742",1/8/2019,admin_UL,admin_UL
87123,"144,790",1/8/2019,admin_UL,admin_UL
46526,"60,200",1/8/2019,admin_UL,admin_UL
45177,"22,610",1/8/2019,admin_UL,admin_UL
75013,"210,482",1/1/2019,admin_UL,admin_UL
34778,"50,642",12/31/2018,admin_UL,admin_UL
44310,"238,728",12/31/2018,admin_UL,admin_UL
89102,"357,982",12/31/2018,admin_UL,admin_UL
55111,286751,12/31/2018,admin_UL,admin_UL
98005,"286,851",12/31/2018,admin_UL,admin_UL
77001,"456,157",12/31/2018,admin_UL,admin_UL
94589,"150,983",12/31/2018,admin_UL,admin_UL
37075,"69,997",12/31/2018,admin_UL,admin_UL
04043,"20,891",12/31/2018,admin_UL,admin_UL
02119,"756,791",12/31/2018,admin_UL,admin_UL
46556,"100,709",12/31/2018,admin_UL,admin_UL
89015,"80,879",12/31/2018,admin_UL,admin_UL
98226,"89,360",12/31/2018,admin_UL,admin_UL
34761,"143,233",12/31/2018,admin_UL,admin_UL
34747,"47,726",12/31/2018,admin_UL,admin_UL
44130,"226,398",12/31/2018,admin_UL,admin_UL
27513,"202,028",12/31/2018,admin_UL,admin_UL
32195,"36,700",12/31/2018,admin_UL,admin_UL
29710,"37,881",12/24/2018,admin_UL,admin_UL
07716,"108,059",12/24/2018,admin_UL,admin_UL
60426,"247,304",12/24/2018,admin_UL,admin_UL
60502,"195,518",12/24/2018,admin_UL,admin_UL
11732,"117,860",12/24/2018,admin_UL,admin_UL
08055,"29,675",12/24/2018,admin_UL,admin_UL
76020,"30,714",12/24/2018,admin_UL,admin_UL
60194,"302,323",12/24/2018,admin_UL,admin_UL
64015,"96,997",12/24/2018,admin_UL,admin_UL
06067,"94,258",12/24/2018,admin_UL,admin_UL
06105,"244,269",12/24/2018,admin_UL,admin_UL
06114,"302,867",12/24/2018,admin_UL,admin_UL
33067,"313,996",12/24/2018,admin_UL,admin_UL
80528,"115,777",12/24/2018,admin_UL,admin_UL
10504,"58,747",12/24/2018,admin_UL,admin_UL
07834,"102,912",12/24/2018,admin_UL,admin_UL
07945,"52,335",12/24/2018,admin_UL,admin_UL
01862,"184,699",12/24/2018,admin_UL,admin_UL
89117,"382,892",12/24/2018,admin_UL,admin_UL
89141,"225,579",12/24/2018,admin_UL,admin_UL
72205,"133,944",12/21/2018,admin_UL,admin_UL
40216,"189,969",12/21/2018,admin_UL,admin_UL
73034,"71,142",12/21/2018,admin_UL,admin_UL
01247,"23,644",12/21/2018,admin_UL,admin_UL
02908,"352,930",12/21/2018,admin_UL,admin_UL
53204,"484,924",12/21/2018,admin_UL,admin_UL
70114,"353,005",12/21/2018,admin_UL,admin_UL
20815,564841,12/20/2018,admin_UL,admin_UL
20705,"165,481",12/20/2018,admin_UL,admin_UL
20706,"279,224",12/20/2018,admin_UL,admin_UL
20877,"265,399",12/20/2018,admin_UL,admin_UL
80112,"94,649",12/20/2018,admin_UL,admin_UL
43123,"67,243",12/19/2018,admin_UL,admin_UL
28401,"24,407",12/19/2018,admin_UL,admin_UL
33602,"205,002",12/19/2018,admin_UL,admin_UL
33703,"163,560",12/19/2018,admin_UL,admin_UL
27106,"132,034",12/19/2018,admin_UL,admin_UL
46142,"126,244",12/18/2018,admin_UL,admin_UL
80229,"226,598",12/18/2018,admin_UL,admin_UL
34786,"154,959",12/18/2018,admin_UL,admin_UL
27517,"28,141",12/18/2018,admin_UL,admin_UL
34420,"71,276",12/18/2018,admin_UL,admin_UL
46804,"102,298",12/14/2018,admin_UL,admin_UL
46835,"122,508",12/14/2018,admin_UL,admin_UL
46307,"67,330",12/14/2018,admin_UL,admin_UL
78221,"89,663",12/14/2018,admin_UL,admin_UL
06405,"104,232",12/14/2018,admin_UL,admin_UL
06510,"255,500",12/14/2018,admin_UL,admin_UL
95350,"221,718",12/14/2018,admin_UL,admin_UL
06831,"106,194",12/14/2018,admin_UL,admin_UL
95215,"23,452",12/14/2018,admin_UL,admin_UL
06830,"182,206",12/14/2018,admin_UL,admin_UL
06810,"105,067",12/14/2018,admin_UL,admin_UL
95376,"101,860",12/14/2018,admin_UL,admin_UL
75204,"364,191",12/14/2018,admin_UL,admin_UL
95203,"209,878",12/14/2018,admin_UL,admin_UL
70810,"107,691",12/14/2018,admin_UL,admin_UL
92320,"63,854",12/13/2018,admin_UL,admin_UL
14075,"44,705",12/13/2018,admin_UL,admin_UL
20770,"319,644",12/13/2018,admin_UL,admin_UL
49417,"34,424",12/13/2018,admin_UL,admin_UL
66062,"101,606",12/12/2018,admin_UL,admin_UL
89002,"117,689",12/12/2018,admin_UL,admin_UL
48601,"80,463",12/11/2018,admin_UL,admin_UL
01850,"181,631",12/11/2018,admin_UL,admin_UL
01810,"173,235",12/11/2018,admin_UL,admin_UL
01852,"217,661",12/11/2018,admin_UL,admin_UL
01824,"166,935",12/11/2018,admin_UL,admin_UL
07869,"72,518",12/11/2018,admin_UL,admin_UL
07102,"635,456",12/11/2018,admin_UL,admin_UL
07470,"261,753",12/11/2018,admin_UL,admin_UL
18705,"101,427",12/11/2018,admin_UL,admin_UL
18706,"28,598",12/11/2018,admin_UL,admin_UL
01570,"47,236",12/11/2018,admin_UL,admin_UL
07524,"518,017",12/11/2018,admin_UL,admin_UL
01970,"285,279",12/11/2018,admin_UL,admin_UL
03858,"73,965",12/11/2018,admin_UL,admin_UL
07660,"1,039,143",12/11/2018,admin_UL,admin_UL
01720,"74,776",12/11/2018,admin_UL,admin_UL
70454,"33,243",12/11/2018,admin_UL,admin_UL
77033,"303,679",12/11/2018,admin_UL,admin_UL
70458,"65,570",12/11/2018,admin_UL,admin_UL
48603,"95,076",12/11/2018,admin_UL,admin_UL
48346,"76,324",12/11/2018,admin_UL,admin_UL
48602,"119,839",12/11/2018,admin_UL,admin_UL
18360,"44,435",12/11/2018,admin_UL,admin_UL
90069,"842,027",12/7/2018,admin_UL,admin_UL
14214,"361,666",12/7/2018,admin_UL,admin_UL
91320,"81,307",12/7/2018,admin_UL,admin_UL
16059,"38,414",12/7/2018,admin_UL,admin_UL
78550,"59,248",12/6/2018,admin_UL,admin_UL
78045,"69,804",12/6/2018,admin_UL,admin_UL
