Zip,Product,Recorded,ORG User,Modified User
84041,"CenturyLink - DSL 97.0%, Utopia 61.5%, Veracity 31.3%, CenturyLink - Fiber 10.0%, Xfinity From Comcast 95.0%",4/12/2019,admin_UL,admin_UL
98223,"Frontier - DSL 96.7%, Xfinity 64.8%, Wave 31.2%, Wave G 7.2%, Frontier - Fiber 3.4%",4/12/2019,admin_UL,admin_UL
84119,"CenturyLink - DSL 95.4%, Utopia 47.3%, Veracity 37.5%, Senawave 23.3%, CenturyLInk - Fiber 12.4%, Centracom 5.2%, Xfinity From Comcast 97.5%",4/12/2019,admin_UL,admin_UL
84404,"CenturyLink - DSL 87.1%, CenturyLink - Fiber 11.4%, Xfinity From Comcast 89.9%",4/12/2019,admin_UL,admin_UL
84070,"Xfinity 97.6%, CenturyLink - DSL 93.2%, Centracom 4.1%, CenturyLink - Fiber 3.9%",4/12/2019,admin_UL,admin_UL
29909,"Spectrum 82.5%, Hargray - DSL 70.9%, Hargray - Fiber 58.3%, Hargray - Cable 36.6%, CenturyLink 21.7%, Xfinity From Comcast 3.0%",4/10/2019,admin_UL,admin_UL
83642,"CenturyLink - DSL 99.5%, Cable One 94.7%, CenturyLink - Fiber 11.5%, CTC 10.8%",4/10/2019,admin_UL,admin_UL
33127,"AT&T Internet 97.1%, AT&T Fiber 14.2%, Xfinity From Comcast 100.0%",4/10/2019,admin_UL,admin_UL
11542,"Verizon Fios 96.6%, Verizon 92.8%, Optimum 100.0%",4/10/2019,admin_UL,admin_UL
27612,"Spectrum 100.0%, AT&T Internet 89.2%, AT&T Fiber 67.5%, Google Fiber 18.4%, Windstream 13.2%",4/10/2019,admin_UL,admin_UL
98632,"CenturyLink 99.1%, Xfinity 95.0%, Cascade - Fiber 61.6%",4/10/2019,admin_UL,admin_UL
60191,"Xfinity 99.9%, AT&T Internet 99.3%",4/10/2019,admin_UL,admin_UL
66604,"Cox 100.0%, AT&T Internet 99.6%",4/10/2019,admin_UL,admin_UL
91384,"AT&T Internet 72.3%, Spectrum 69.4%",4/10/2019,admin_UL,admin_UL
28278,"Spectrum 100.0%, AT&T Fiber 80.4%, AT&T Internet 73.2%, Windstream 11.9%",4/10/2019,admin_UL,admin_UL
08861,"Verizon Fios 98.9%, Verizon 96.3%, Xfinity From Comcast 100.0%",4/10/2019,admin_UL,admin_UL
01880,"Xfinity 99.4%, Verizon Fios 99.1%, RCN 97.6%, Verizon 86.1%",4/10/2019,admin_UL,admin_UL
08550,"Verizon Fios 98.1%, Verizon 66.4%, Optimum 3.8%, Xfinity From Comcast 99.8%",4/10/2019,admin_UL,admin_UL
98052,"Xfinity 99.1%, Frontier - DSL 96.1%, Frontier - Fiber 91.1%, CenturyLink 5.6%, Wave 2.8%",4/10/2019,admin_UL,admin_UL
53218,"Spectrum 100.0%, AT&T Internet 95.0%, AT&T Fiber 75.1%",4/10/2019,admin_UL,admin_UL
98258,"Frontier 96.9%, Wave 5.6%, Wave G 4.8%, Xfinity From Comcast 98.9%",4/10/2019,admin_UL,admin_UL
44092,"Spectrum 100.0%, AT&T Internet 99.8%, AT&T Fiber 40.0%",4/10/2019,admin_UL,admin_UL
14624,"Spectrum 100.0%, Frontier 90.2%",4/10/2019,admin_UL,admin_UL
70032,"AT&T Internet 99.9%, Cox 99.9%",4/10/2019,admin_UL,admin_UL
08210,"Xfinity 96.4%, Verizon 85.2%, Verizon Fios 84.0%",4/10/2019,admin_UL,admin_UL
88001,"Xfinity 96.9%, CenturyLink 88.1%",4/10/2019,admin_UL,admin_UL
73301,"Spectrum 99.4%, AT&T Internet 96.8%, Google Fiber 34.7%, AT&T Fiber 34.5%, Grande 17.9%",4/10/2019,admin_UL,admin_UL
11598,"Verizon Fios 93.0%, Verizon 54.2%, Optimum 100.0%",4/10/2019,admin_UL,admin_UL
77901,"SuddenLink 100.0%, AT&T Internet 99.1%",4/10/2019,admin_UL,admin_UL
34744,"Spectrum 95.2%, CenturyLink - DSL 89.4%, CenturyLink - Fiber 21.3%, Xfinity 18.6%, Hotwire 5.7%, Summit 4.3%",4/10/2019,admin_UL,admin_UL
78415,"Spectrum 97.8%, AT&T Internet 94.6%, AT&T Fiber 60.8%, Grande 88.1%",4/10/2019,admin_UL,admin_UL
98277,"Xfinity 95.0%, Frontier 93.1%, Wave 28.8%",4/10/2019,admin_UL,admin_UL
34747,"Xfinity 75.0%, Smart City - DSL 55.5%, Spectrum 37.6%, Summit - Fiber 30.5%, Smart City - Fiber 27.1%, CenturyLink - Fiber 10.8%, Summit - Cable 10.4%",4/10/2019,admin_UL,admin_UL
77493,"Consolidated - DSL 98.1%, Xfinity 93.0%, enTouch - Fiber 20.6%, enTouch - Cable 20.6%, Consolidated - Fiber 11.4%",4/10/2019,admin_UL,admin_UL
98685,"CenturyLink - DSL 100.0%, CenturyLink - Fiber 4.1%, Xfinity From Comcast 99.8%",4/10/2019,admin_UL,admin_UL
79602,"SuddenLink 92.6%, AT&T Internet 55.2%, Taylor Telecom - Fiber 17.4%, Taylor Telecom - DSL 13.0%, Windstream 2.7%",4/10/2019,admin_UL,admin_UL
48141,"AT&T Internet 99.0%, Xfinity From Comcast 99.6%",4/10/2019,admin_UL,admin_UL
71104,"AT&T Internet 88.4%, Xfinity From Comcast 98.3%",4/10/2019,admin_UL,admin_UL
48226,"AT&T Internet 86.0%, Clear Rate 100.0%, Rocket Fiber 95.0%, LightSpeed 9.0%, Xfinity From Comcast 73.8%",4/10/2019,admin_UL,admin_UL
48202,"Xfinity 98.5%, AT&T Internet 98.4%, Rocket Fiber 13.4%",4/10/2019,admin_UL,admin_UL
20781,"Xfinity 98.3%, Verizon Fios 97.1%, Verizon 80.7%",4/10/2019,admin_UL,admin_UL
20745,"Xfinity 97.3%, Verizon Fios 92.6%, Verizon 76.6%",4/9/2019,admin_UL,admin_UL
20901,"Xfinity 100.0%, Verion Fios 97.9%, Verizon 71.1%, RCN 60.5%",4/9/2019,admin_UL,admin_UL
98402,"CenturyLink 100.0%, Xfinity 100.0%",4/9/2019,admin_UL,admin_UL
21701,"Xfinity 97.5%, Verizon 90.7%, Verizon Fios 2.7%",4/9/2019,admin_UL,admin_UL
35401,"AT&T Internet 94.3%, AT&T Fiber 7.2%, Spectrum 6.5%, Xfinity From Comcast 92.0%",4/9/2019,admin_UL,admin_UL
04330,"Spectrum 100.0%, Consolidated 96.7%, GWI 32.4%, Otelco 5.8%",4/9/2019,admin_UL,admin_UL
49684,"Spectrum 99.5%, AT&T Internet 77.2%, CenturyLink 8.8%",4/9/2019,admin_UL,admin_UL
70816,"AT&T Internet 98.0%, Cox 97.3%, AT&T Fiber 4.6%",4/9/2019,admin_UL,admin_UL
90009,"Spectrum 99.9%, AT&T Internet 90.7%, AT&T Fiber 13.2%, Sonic 11.6%, Frontier - DSL 5.5%, Frontier - Fiber 2.3%, ConnectTo 2.1%",4/9/2019,admin_UL,admin_UL
61603,"AT&T Internet 99.6%, digiMAX 100.0%, Xi 99.9%",4/9/2019,admin_UL,admin_UL
75219,"Spectrum 100.0%, AT&T Internet 99.5%, AT&T Fiber 26.1%",4/9/2019,admin_UL,admin_UL
89119,"Cox 97.9%, CenturyLink - DSL 96.1%, CenturyLink - Fiber 19.7%",4/8/2019,admin_UL,admin_UL
89113,"CenturyLink - DSL 95.5%, Cox 91.1%, CenturyLink - Fiber 23.9%",4/8/2019,admin_UL,admin_UL
10013,"Verizon Fios 100.0%, Spectrum 99.9%, Verizon Fios 62.3%, RCN 9.5%, Consolidated 2.9%",4/5/2019,admin_UL,admin_UL
95206,"AT&T Internet 94.6%, AT&T Fiber 3.3%, Xfinity From Comcast 97.8%",4/5/2019,admin_UL,admin_UL
77801,"Frontier 100.0%, SuddenLink 100.0%, CCG 31.1%, Xfinity From Comcast 16.4%",4/5/2019,admin_UL,admin_UL
48640,"AT&T Internet 93.9%, Spectrum 89.3%, Parish 13.4%",4/5/2019,admin_UL,admin_UL
07044,"Verizon Fios 99.0%, Verizon 77.8%, Optimum 18.0%, Xfinity From Comcast 99.9%",4/5/2019,admin_UL,admin_UL
07470,"Optimum 100.0%, Verizon 95.9%, Verizon Fios 21.4%",4/5/2019,admin_UL,admin_UL
18503,"Xfinity 100.0%, Verizon 99.9%",4/5/2019,admin_UL,admin_UL
01473,"Verizon 98.9%, Xfinity From Comcast 99.9%",4/5/2019,admin_UL,admin_UL
11214,"Optimum 100.0%, Verizon 100.0%, Verizon Fios 74.7%",4/5/2019,admin_UL,admin_UL
07076,"Verizon Fios 93.9%, Verizon 68.2%, Optimum 6.1%, Xfinity From Comcast 99.2%",4/4/2019,admin_UL,admin_UL
74136,"Cox 96.8%, AT&T Internet 94.2%",4/4/2019,admin_UL,admin_UL
10601,"Optimum 100.0%, Verizon 98.9%, Verizon Fios 97.8%, Consolidated 14.7%",4/4/2019,admin_UL,admin_UL
11937,"Optimum 100.0%, Verizon 95.2%",4/4/2019,admin_UL,admin_UL
08502,"CenturyLink 96.9%, Xfinity From Comcast 99.8%",4/4/2019,admin_UL,admin_UL
10706,"Optimum 100.0%, Verizon Fios 95.9%, Verizon 80.6%",4/4/2019,admin_UL,admin_UL
95662,"AT&T Internet 78.3%, Consolidated 26.4%, Sonic 11.3%, Xfinity From Comcast 99.4%",4/4/2019,admin_UL,admin_UL
10017,"Spectrum 100.0%, Verizon 100.0%, Verizon Fios 91.7%, RCN 73.2%, Consolidated 3.6%",4/4/2019,admin_UL,admin_UL
08876,"Verizon Fios 95.3%, Verizon 78.0%, Optimum 59.3%, CenturyLink 3.8%, Xfinity From Comcast 49.2%",4/4/2019,admin_UL,admin_UL
10701,"Spectrum 100.0%, Verizon 100.0%, Verizon Fios 91.7%, RCN 73.2%, Consolidated 3.6%",4/4/2019,admin_UL,admin_UL
12508,"Verizon 93.4%, Verizon Fios 38.5%, Optimum 100.0%",4/4/2019,admin_UL,admin_UL
10577,"Verizon Fios 54.0%, Verizon 53.4%, Optimum 100.0%",4/4/2019,admin_UL,admin_UL
92122,"Spectrum 100.0%, AT&T Internet 99.0%",4/4/2019,admin_UL,admin_UL
38103,"AT&T Internet 93.0%, AT&T Fiber 25.2%, Xfinity From Comcast 98.6%",4/4/2019,admin_UL,admin_UL
38017,"AT&T Internet 82.6%, AT&T Fiber 31.8%, Xfinity From Comcast 99.3%",4/4/2019,admin_UL,admin_UL
33805,"Spectrum 100.0%, Frontier 90.4%",4/4/2019,admin_UL,admin_UL
33815,"Spectrum 100.0%, Frontier 88.8%",4/4/2019,admin_UL,admin_UL
06114,"Frontier 87.0%, Xfinity From Comcast 99.9%",4/4/2019,admin_UL,admin_UL
38127,"AT&T Internet 98.6%, Ritter 7.0%, Xfinity From Comcast 91.1%",4/4/2019,admin_UL,admin_UL
08055,"Verizon Fios 99.5%, Verizon 42.1%, Xfinity From Comcast 99.1%",4/4/2019,admin_UL,admin_UL
64111,"Spectrum 100.0%, AT&T Internet 99.6%, Google Fiber 99.5%, AT&T Fiber 10.0%",4/4/2019,admin_UL,admin_UL
08031,"Verizon Fios 95.1%, Verizon 52.8%, Xfinity From Comcast 99.2%",4/4/2019,admin_UL,admin_UL
34957,"Xfinity 98.0%, AT&T Internet 90.7%, AT&T Fiber 15.0%",4/3/2019,admin_UL,admin_UL
92081,"AT&T Internet 97.3%, Cox 65.5%, Spectrum 55.9%, AT&T Fiber 3.5%",4/3/2019,admin_UL,admin_UL
92129,"Spectrum 100.0%, AT&T Internet 99.9%, AT&T Fiber 3.6%, Cox 3.4%",4/3/2019,admin_UL,admin_UL
33133,"AT&T Internet 100.0%, AT&T Fiber 56.2%, Hotwire 6.2%, Xfinity From Comcast 100.0%",4/3/2019,admin_UL,admin_UL
96819,"Spectrum 99.2%, Hawaiian Telcom - DSL 96.8%, Hawaiian Telcom - Fiber 81.7%",4/3/2019,admin_UL,admin_UL
92807,"Spectrum 100.0%, AT&T Internet 96.2%",4/3/2019,admin_UL,admin_UL
91803,"Spectrum 99.8%, AT&T Internet 95.6%, AT&T Fiber 40.1%, Sonic 6.1%",4/3/2019,admin_UL,admin_UL
91761,"Spectrum 99.0%, Frontier - Fiber 96.1%, Frontier - DSL 94.9%, UIA 90.7%",4/3/2019,admin_UL,admin_UL
41018,"Spectrum 100.0%, Cincinnati Bell - DSL 71.6%, Cincinnati Bell - Fiber 67.1%",4/3/2019,admin_UL,admin_UL
91702,"Spectrum 98.6%, Frontier - DSL 94.6%, Frontier - Fiber 75.3%",4/3/2019,admin_UL,admin_UL
20847,"Xfinity 98.2%, Verizon Fios 91.2%, Verizon 64.5%",4/3/2019,admin_UL,admin_UL
21401,"Xfinity 98.8%, Verion Fios 93.9%, Verizon 79.0%",4/2/2019,admin_UL,admin_UL
75093,"Spectrum 98.3%, Frontier - DSL 86.0%, Frontier - Fiber 79.4%, AT&T Internet 16.4%, AT&T Fiber 4.5%",4/2/2019,admin_UL,admin_UL
20815,"Xfinity 99.5%, Verizon Fios 99.5%, Verizon 63.1%, RCN 58.9%",4/2/2019,admin_UL,admin_UL
93454,"Frontier - DSL 96.5%, Xfinity 96.3%, Frontier - Fiber 9.5%",4/2/2019,admin_UL,admin_UL
92008,"Spectrum 100.0%, AT&T Internet 99.8%",4/2/2019,admin_UL,admin_UL
33431,"Xfinity 99.9%, AT&T Internet 87.3%, AT&T Fiber 4.2%",4/2/2019,admin_UL,admin_UL
19426,"Verizon Fios 90.8%, Verizon 44.5%, Xfinity From Comcast 90.8%",4/2/2019,admin_UL,admin_UL
30144,"Xfinity 97.6%, AT&T Internet 80.8%, AT&T Fiber 27.8%, Windstream 5.6%",4/2/2019,admin_UL,admin_UL
34741,"Spectrum 100.0%, CenturyLink - DSL 95.3%, CenturyLink - Fiber 9.0%, Xfinity 6.5%, Summit 6.0%",4/2/2019,admin_UL,admin_UL
98225,"CenturyLink - DSL 88.9%, CenturyLink - Fiber 39.9%, Wave G 13.6%, Pogo Zone - Cable 3.3%, Wave 3.0%, Pogo Zone - Fiber 2.2%, Xfinity From Comcast 100.0%",4/2/2019,admin_UL,admin_UL
43085,"Spectrum 100.0%, AT&T Internet 99.8%, Wow! 91.0%",4/2/2019,admin_UL,admin_UL
57105,"CenturyLink 99.9%, Midco 99.6%, Vast Broadband 2.3%",4/2/2019,admin_UL,admin_UL
55404,"CenturyLink - DSL 100.0%, CenturyLink - Fiber 43.8%, TDS 21.0%, US Internet 14.5%, Xfinity From Comcast 99.3%",4/2/2019,admin_UL,admin_UL
97401,"Xfinity 96.8%, CenturyLink - DSL 94.2%, CenturyLink - Fiber 4.6%",4/2/2019,admin_UL,admin_UL
55125,"Xfinity 99.2%, CenturyLink - DSL 99.0%",4/2/2019,admin_UL,admin_UL
60606,"AT&T Internet 99.7%, Xfinity 74.2%, AT&T Fiber 15.8%",3/29/2019,admin_UL,admin_UL
07726,"Verizon 77.0%, Verizon Fios 72.2%, Optimum 100.0%",3/29/2019,admin_UL,admin_UL
08901,"Verizon 93.6%, Verizon Fios 87.9%, Optimum - Cable 100.0%, Optimum - Fiber 15.9%, Xfinity From Comcast 2.2%",3/29/2019,admin_UL,admin_UL
08562,"Verizon 81.0%, Verizon Fios 43.8%, Optimum 9.1%, Xfinity From Comcast 88.2%",3/28/2019,admin_UL,admin_UL
07863,"CenturyLink 86.3%, Verizon 13.5%, Xfinity From Comcast 94.8%",3/28/2019,admin_UL,admin_UL
53593,"Spectrum 87.8%, TDS - DSL 92.9%, TDS - Fiber 62.1%",3/28/2019,admin_UL,admin_UL
08016,"Verizon 96.6%, Xfinity From Comcast 97.8%",3/28/2019,admin_UL,admin_UL
60712,"AT&T Internet 100.0%, Xfinity 100.0%, RCN 77.7%, AT&T Fiber 23.6%",3/28/2019,admin_UL,admin_UL
60409,"AT&T Internet 99.0%, Wow! 82.7%, Xfinity From Comcast 97.3%",3/28/2019,admin_UL,admin_UL
60527,"Xfinity 97.5%, AT&T Internet 94.1%",3/28/2019,admin_UL,admin_UL
60521,"AT&T Internet 100.0%, Xfinity 100.0%",3/28/2019,admin_UL,admin_UL
60504,"Xfinity 99.0%, AT&T Internet 98.0%, AT&T Fiber 5.4%",3/28/2019,admin_UL,admin_UL
48043,"AT&T Internet 100.0%, Wow! 89.1%, Xfinity From Comcast 99.9%",3/27/2019,admin_UL,admin_UL
65203,"CenturyLink - DSL 96.6%, CenturyLink - Fiber 35.4%, Mediacom 96.3%, Socket - DSL 80.9%, Socket - Fiber 34.2%, Spectrum 14.1%",3/27/2019,admin_UL,admin_UL
93650,"AT&T Internet 91.1%, AT&T Fiber 63.7%, Xfinity From Comcast 91.8%",3/27/2019,admin_UL,admin_UL
63801,"Spectrum 93.3%, AT&T Internet 77.9%, Newwave 6.4%, Big River Telephone Plans - DSL 4.9%",3/27/2019,admin_UL,admin_UL
23325,"Cox 99.4%, Verizon 75.9%, Verizon Fios 67.7%",3/26/2019,admin_UL,admin_UL
23236,"Verizon Fios 98.0%, Verizon 58.8%, Xfinity From Comcast 99.9%",3/26/2019,admin_UL,admin_UL
08012,"Verizon 88.8%, Verizon Fios 13.2%, Xfinity From Comcast 98.0%",3/26/2019,admin_UL,admin_UL
12550,"Spectrum 100.0%, Verizon Fios 99.1%, Verizon 88.6%",3/26/2019,admin_UL,admin_UL
91801,"Spectrum 99.9%, AT&T Internet 97.3%, Sonic 16.2%",3/26/2019,admin_UL,admin_UL
29302,"Spectrum 97.2%, AT&T Internet 96.4%, AT&T Fiber 10.3%",3/26/2019,admin_UL,admin_UL
93012,"Spectrum 96.4%, Frontier - DSL 87.8%, Frontier - Fiber 76.5%",3/26/2019,admin_UL,admin_UL
37902,"AT&T Internet 88.3%, Xfinity 83.2%, AT&T Fiber 15.6%, Wow! 2.4%",3/26/2019,admin_UL,admin_UL
90740,"Spectrum 100.0%, Frontier - Fiber 79.2%, Frontier - DSL 77.6%",3/26/2019,admin_UL,admin_UL
91311,"Spectrum 95.4%, AT&T Internet 94.9%, Frontier 4.9%",3/26/2019,admin_UL,admin_UL
30274,"Xfinity 99.6%, AT&T Internet 91.5%, AT&T Fiber 7.6%",3/26/2019,admin_UL,admin_UL
91401,"Spectrum 100.0%, AT&T Internet 98.0%, ConnectTo 22.9%, Sonic 11.6%",3/26/2019,admin_UL,admin_UL
14221,"Spectrum 100.0%, Verizon Fios 78.9%, Verizon 76.0%",3/26/2019,admin_UL,admin_UL
90028,"Spectrum 100.0%, AT&T Internet 99.9%, Sonic 44.9%, Connectto 29.3%, AT&T Fiber 3.4%",3/26/2019,admin_UL,admin_UL
91746,"Spectrum 98.8%, Frontier - DSL 97.3%, Frontier - Fiber 82.8%",3/26/2019,admin_UL,admin_UL
30301,"Xfinity 97.9%, AT&T Internet 85.8%, AT&T Fiber 32.6%, Windstream - DSL 8.4%, Google Fiber 2.3%",3/26/2019,admin_UL,admin_UL
33418,"Xfinity 98.4%, AT&T Internet 95.2%, AT&T Fiber 22.2%",3/26/2019,admin_UL,admin_UL
12110,"Spectrum 100.0%, Verizon Fios 97.0%, Verizon 65.1%, Consolidated 2.8%",3/26/2019,admin_UL,admin_UL
27615,"Spectrum 100.0%, AT&T Internet 98.5%, AT&T Fiber 73.0%, Windstream 16.4%, Google Fiber 3.1%",3/26/2019,admin_UL,admin_UL
46278,"On Ramp Indiana - DSL 100.0%, AT&T Internet 99.9%, Xfinity 99.8%, Spectrum 4.7%, AT&T Fiber 3.8%",3/26/2019,admin_UL,admin_UL
80903,"CenturyLink 98.7%, Xfinity 96.8%",3/26/2019,admin_UL,admin_UL
97215,"CenturyLink - Fiber 99.8%, CenturyLink - DSL 77.5%, Xfinity From Comcast 100.0%",3/26/2019,admin_UL,admin_UL
80526,"CenturyLink 93.1%, Xfinity From Comcast 96.2%",3/26/2019,admin_UL,admin_UL
80910,"CenturyLink - DSL 92.1%, CenturyLink - Fiber 15.5%, Xfinity From Comcast 93.4%",3/26/2019,admin_UL,admin_UL
97202,"Xfinity 99.5%, CenturyLink - Fiber 91.7%, CenturyLink - DSL 75.2%",3/26/2019,admin_UL,admin_UL
88310,"CenturyLink 95.8%, TDS 93.4%, Tularosa Fiber 60.2%, Tularosa DSL 60.2%",3/26/2019,admin_UL,admin_UL
97290,"CenturyLink - DSL 67.8%, CenturyLink - Fiber 64.2%, Frontier - DSL 16.2%, Frontier - Fiber 16.2%, Xfinity From Comcast 98.8%",3/26/2019,admin_UL,admin_UL
37604,"CenturyLink 99.0%, Spectrum 56.1%, CenturyLink - Fiber 2.6%, Xfinity From Comcast 67.4%",3/26/2019,admin_UL,admin_UL
81001,"CenturyLink 94.2%, RTC - Fiber 9.7%, RTC - DSL 9.7%, Secom 4.9%, Xfinity From Comcast 98.8%",3/26/2019,admin_UL,admin_UL
55427,"CenturyLink - DSL 95.6%, CenturyLink - Fiber 18.1%, Xfinity From Comcast 100.0%",3/26/2019,admin_UL,admin_UL
87124,"CenturyLink - DSL 99.3%, Cable One 96.8%, Xfinity 4.3%",3/26/2019,admin_UL,admin_UL
32601,"AT&T Internet 96.9%, COX 96.5%, GRU 19.4%",3/26/2019,admin_UL,admin_UL
68508,"Spectrum 100.0%, Windstream - DSL 100.0%, NT&T 29.8%, Windstream - Fiber 2.3%",3/26/2019,admin_UL,admin_UL
70123,"AT&T Internet 97.4%, Cox 94.5%",3/22/2019,admin_UL,admin_UL
72206,"AT&T Internet 83.6%, Xfinity 61.8%, Fidelity 51.8%",3/22/2019,admin_UL,admin_UL
72904,"AT&T Internet 99.8%, Cox 99.8%, AT&T Fiber 5.3%",3/22/2019,admin_UL,admin_UL
72201,"AT&T Internet 100.0%, Xfinity From Comcast 100.0%",3/22/2019,admin_UL,admin_UL
72901,"Cox 99.9%, AT&T Internet 99.8%, Pinnacle - DSL 13.2%, Pinnacle - Fiber 3.5%",3/22/2019,admin_UL,admin_UL
98106,"CenturyLink - Fiber 88.3%, CenturyLink - DSL 84.9%, Xfinity From Comcast 99.9%",3/22/2019,admin_UL,admin_UL
50021,"Nexgen 100.0%, Mediacom 98.6%, CenturyLink - DSL 98.6%, CenturyLink - Fiber 14.6%, Windstream 7.4%, Cooperative Telephone Exchange Plans 3.3%, CML 3.2%, Lehigh Valley Cooperative Plans 3.2%",3/22/2019,admin_UL,admin_UL
43232,"Spectrum 100.0%, AT&T Internet 98.9%, Wow! 85.1%, AT&T Fiber 4.9%",3/22/2019,admin_UL,admin_UL
94608,"AT&T Internet 98.9%, AT&T Fiber 64.2%, Sonic - DSL 62.6%, Sonic - Fiber 33.8%",3/22/2019,admin_UL,admin_UL
94536,"AT&T Internet 99.1%, Xfinity 98.7%, AT&T Fiber 27.9%, Sonic 27.1%",3/22/2019,admin_UL,admin_UL
85031,"COX 98.2%, CenturyLink 95.7%",3/22/2019,admin_UL,admin_UL
91741,"Spectrum 100.0%, Frontier - DSL 99.6%, Frontier - Fiber 90.0%",3/20/2019,admin_UL,admin_UL
92637,"AT&T Internet 82.1%, Cox 21.3%",3/20/2019,admin_UL,admin_UL
11801,"Optimum 100.0%, Verizon Fios 99.9%, Verizon 92.6%",3/20/2019,admin_UL,admin_UL
91604,"Spectrum 100.0%, AT&T Internet 97.8%, Sonic 7.0%",3/20/2019,admin_UL,admin_UL
63044,"Spectrum 99.9%, AT&T Internet 98.4%, Cable America 11.9%, AT&T Fiber 5.0%, CenturyLink 3.0%",3/20/2019,admin_UL,admin_UL
27577,"Spectrum 99.1%, CenturyLink - DSL 96.3%, CenturyLink - Fiber 7.6%",3/20/2019,admin_UL,admin_UL
84067,"CenturyLink - DSL 98.3%, Xfinity 98.1%",3/20/2019,admin_UL,admin_UL
84044,"CenturyLink 99.5%, Xfinity From Comcast 99.9%",3/20/2019,admin_UL,admin_UL
84121,"CenturyLink - DSL 98.8%, Xfinity From Comcast 97.9%, Utopia 14.9%, Veracity 14.0%, CenturyLink - Fiber 0.0%",3/20/2019,admin_UL,admin_UL
84074,"CenturyLink - DSL 98.9%, Xfinity 89.8%, CenturyLink - Fiber 6.3%, Beehive Broadband - Fiber 3.9%, Beehive Broadband - DSL 3.8%",3/20/2019,admin_UL,admin_UL
73008,"AT&T Internet 97.7%, Cox 97.0%, AT&T Fiber 5.0%",3/15/2019,admin_UL,admin_UL
79705,"SuddenLink 99.8%, AT&T Internet 87.5%, Grande 77.8%, NTS 2.6%, Delcom - Fiber 2.1%, Delcom - DSL 2.1%",3/15/2019,admin_UL,admin_UL
48334,"Spectrum 99.2%, AT&T Internet 98.6%, Clear Rate 25.5%, Xfinity 8.1%",3/15/2019,admin_UL,admin_UL
46706,"Mediacom 85.5%, AT&T Internet 81.2%, Auburn Essential Services Plan 77.1%, Frontier 7.0%",3/15/2019,admin_UL,admin_UL
